userid,username,booktag
12117,静静静静,"['古建筑', '建筑', '木作', '设计', '古建筑保护与研究', '建筑史', '中国', '建筑理论','博尔赫斯', '阿根廷', '小说', '拉美文学', '短篇小说', '阿根廷文学', '文学', '外国文学']"
12119,地塞米松磷酸钠注射液,"['森见登美彦', '日本文学', '日本', '奇幻', '小说', '幻想小说', '有趣', '2017','心理学', '自我探索', '育儿', '心理', '为人父母要学的可真多呢', '创伤', '值得一读', '我想读这本书']"
12120,A、,"['小说', '玛丽莲·罗宾逊', '美国文学', '外国文学', '美国', '2017', '文学', '抽看','历史', '文化、历史', '社会。历史。人文', '馒头大师', '随笔', '文化', '中国文学', '好玩','王安忆', '随笔', '今夜星光灿烂', '中国文学', '中国', '散文', '文学', '小说']"
12121,胖蒙不许胖,"['自然文学', '英国', '文学', '自然', '外国文学', '散文', '英国文学', 'J.A.Baker','卡耐基', '心理学', '人性的弱点', '励志', '社交', '人际', '做人', '心灵','两性', '爱情', '男人', '薛好大', '心理学', '中国', '思维', '2015','社会学', '布尔迪厄', '法国', '人类学', '社会理论', '布迪厄', '苦难研究', '人性','爱情', '自我修炼', '亲密关系', '心理学', '心智成长', '两性', '人际沟通', '女性','三岛由纪夫', '日本文学', '日本', '小说', '三島由紀夫', '文学', '日本文學', '外国文学','松浦弥太郎', '生活', '日本', '自我管理', '处世', '日本文学', '个人管理', '随笔','松浦弥太郎', '生活', '日本', '随笔', '好书，值得一读', '正能量', '心灵', '自我管理']"
12122,Alice49,"['小说', '两性', 'SM', '外国文学', '爱情', '五十层灰', '美国', '台版','历史', '绘本', '科普', '世界史', '童书', '儿童', '建筑', '英国','收纳', '家居', '生活', '日本', '整理术', '育儿', '收纳，日本', '个人管理','美食', '日本', '早餐', '饭岛奈美', '饮食', '料理', '生活', '生活态度','萨冈', '传记', '法国', '萨冈，一个迷人的小魔鬼', '弗朗索瓦丝・萨冈', '外国文学', '青春', '小说','漫画', '今市子', '百鬼夜行抄', '日本漫画', '日本', '妖怪奇谈', '妖怪', '奇幻']"
12123,请叫我玛格丽特,"['传播学', '美国', '传播政治经济学', '历史', '新闻传播', '*上海译文出版社*', '考研', '社会科学人文','狄更斯', '英国文学', '外国文学', '译本', '英国', '严肃文学', '论文', '上海译文出版社','东野圭吾', '推理', '日本', '東野圭吾', '推理小说', '小说', '日本推理，侦探，悬疑，恐怖小说', '日系推理','王珮瑜', '京剧', '戏曲','王珮瑜', '戏剧', '艺术', '戏曲', '艺术史', '中国大陆', '山西教育出版社']"
12126,时光如梭,"['武侠', '沈璎璎', '小说', '言情', '中国', '小说-言情', '极力推荐', '悦读纪','歌德', '浮士德', '外国文学', '德国', '诗歌', '郭沫若', '经典', '名著','戏剧', '桑顿·怀尔德', '美国文学', '美国', '外国文学', '文学', '话剧', '怀尔德']"
12131,徐👩🏻,"['金刚经', '佛学', '佛教', '宗教', '哲学', '鸠摩罗什', '佛经', '金刚般若波罗蜜经']"
12132,菠萝妞,"['生活', '田园梦想', '美国', '农场', '耕种', '随笔', '食物', '做自己','生活', '温暖的书', '文艺', '女性', '随笔', '好书，值得一读', '清新', '生活哲学']"
12133,富贵专用铲屎官,"['小野恵令奈', '写真', 'AKB48', '写真集', '日本', '寫真', 'PHOTOBOOK', '——摄影&写真——','猫', '养猫指南', '宠物', '猫猫', '生活', '科普', '爱', '喵','大島優子', '写真', 'AKB48', '日本', '写真集', 'PHOTOBOOK', '大岛优子', '摄影','科幻', '小说', '美国', '科幻小说', '查尔斯·斯特罗斯', '最终幻想联盟', '查尔斯•斯特罗斯', '无政府主义','写真', '大島優子', '蜷川実花', '写真集', '日本', '2014', 'AKB48', '48G','克拉丽丝·李斯佩克朵', '小说', '拉美文学', '巴西', '外国文学', '巴西文学', '文学', '拉美']"
12135,cici_be,"['绘画', '禅绕画', '艺术', '设计', '绘本', '美术', '禅', '画册','社会学', '心理学', '婚姻家庭', '家庭', '爱情', '家庭社会学', '婚姻', '性学','学习方法', '学习', '思维', '方法', '方法论', '阅读', '个人管理', '教育','传记', '杰奎琳.肯尼迪传', '女性', '气质·修养·成长', '传奇女性', '女人', '励志', '杰奎琳','优雅', '女性', '生活', '时尚', '品位', '法国', '礼仪', '服饰礼仪']"
12136,番茄炒鸡蛋,"['传记', '传记/回忆录', '萧乾回忆录', '萧乾', '回忆录', '历史', '自由主义', '知识分子','历史', '太平天国', '海外中国研究', '裴士鋒', '中国近代史', '中国历史', '中国近现代史', '近代史']"
12137,春娇小姐,"['美食', '生活', '随笔', '饮食', '庄祖宜', '台湾', '厨房里的人类学家', '文化','一个人私奔', '旅行', '随笔', '王迪诗', '游记', '生活', '散文随笔', '王迪詩']"
12139,卡特,"['小说', '匈牙利', '恶童三部曲', '雅歌塔-克里斯多夫', '外国文学', '恶童日记', '匈牙利文学', '外国小说','翻译官', '小说', '言情', '爱情', '缪娟', '纪缓缓', '青春', '晋江','恶童三部曲', '小说', '匈牙利', '雅歌塔-克里斯多夫', '外国文学', '二人证据', '文学', '恶童日记']"
12140,李墨晗,"['好书，值得一读', '女性', '成长', '悦读纪', '最好的女子', '想读', '喜欢', '生活','历史', '世界史', '全球通史', '斯塔夫里阿诺斯', '英文', 'History', '通史', 'English','中国文化', '杂谈', '中文', '文化', '中国研究','摄影', '肖全', '人物', '我们这一代', '艺术', '中国', '攝影', '如果說我們今天還在靠理想(而不是某種現實指標)支撐著往前走，那']"
12141,裘千尺本尺,"['巴尔扎克', '小说', '外国文学', '法国文学', '法国', '傅雷', '幻灭', '经典','卡夫卡', '外国文学', '小说', '我想读这本书', '文学', '想读，一定很精彩！', '好书，值得一读', '现代人的困惑']"
12142,白菜大侠,"['绘本', '民间故事', '翻译', '爱尔兰', '拔萝卜', '马甲装用', '繪本', '童话','美食', '食谱', '烹饪', '厨艺', '生活', '食物', '西班牙', '料理']"
12144,小她哥,"['那年花开月正圆', '小说', '传记', '清末秦商', '2017', '经商', '当代小说', '女性']"
12145,参商,"['只愿你曾被这世界温柔相待', '水木丁', '随笔', '生活', '散文随笔', '散文', '电影', '那些年，我喜欢的那些书','二战', '历史', '丘吉尔', '回忆录', '传记', '战争', '英国', '人物']"
12146,sungcho,"['张爱玲', '小说', '中国文学', '张爱玲作品集', '文学', '经典', '近现代小说', '中国','日本', '文化', '美食', '饮食文化', '历史', '社会', '*北京联合出版公司*', '菜谱']"
12147,小粥,"['李欣频', '创意', '十四堂人生创意课', '广告', '成长', '生活', '启发', '台湾']"
12148,泡芙,"['励志', '特立独行的猫', '成长', '自我完善', '正面能量', '心灵成长', '遇见未知的自己', '青春']"
12150,ChasinMe,"['小说', '亚历山大', '外国文学', '波斯少年', '历史', '英国', '英国文学', '传记','英文原版', '小说', '布克奖', '外国文学', 'GeorgeSaunders', '美国文学', '美国', '奇幻','龙应台', '成长', '书信', '教育', '台湾', '生活', '随笔', '散文','党史', '金一南', '历史', '中国', '政治', '共产党', '中国史', '政史','武侠', '飘灯', '苏旷', '小说', '武侠小说', '大陆新武侠', '苏旷传奇', '中国']"
12151,淡鱼,"['汉娜·阿伦特', '社会学', '政治学', '政治哲学', '政治', '集权主义', '极权主义', '哲学','廖一梅', '悲观主义三部曲', '戏剧', '剧本', '中国文学', '中国现当代文学', '浦睿文化', '话剧','历史', '吕思勉', '中国历史', '中国通史', '中国', '文化', '通史', '国史','漫画', '后浪漫', '图像小说', '绘本', '奇幻冒险', '法国', '后浪', '绘本&漫画','石黑一雄', '小说', '英国文学', '英国', '外国文学', '布克奖', '文学', '日本','格非', '小说', '中国文学', '当代文学', '乡村', '文学', '中国', '中国小说']"
12153,yomukie,"['仲村佳树', '漫画', 'Skip', '少女漫画', 'Beat', '日本漫画', '日本', '暴笑','建筑', '安藤忠雄', '日本', '艺术', '《Lens》', '传记', '日本文化', '日@安藤忠雄','历史', '明朝那些事儿', '当年明月', '明朝', '中国历史', '小说', '明史', '朱元璋','股票', '投资', '理财', '金融', '炒股的智慧', '证券', '股市', '投机','奇幻', '饕餮娘子', '灵异', '小说', '鬼话', '美食', '佟婕', '网络小说','绘本', '绘画', '爱上钢珠笔可爱彩绘.', '日本', '创意', '设计', '手帐', '漫画','旅行', '杨柳松', '羌塘', '探险', '户外', '西藏', '游记', '穿越','读书', '阅读方法', '文学理论', '文学', '阅读', '外国文学', '哲学', '*北京·中信出版社*','漫画', '完美小姐进化论', '早川智子', '日本漫画', '搞笑', '少女漫画', '日本', '美少年']"
12155,isabel,"['东野圭吾', '讽刺', '日本', '日本文学', '短篇小说集', '小说', '短篇', '脑洞','心理学', '萨提亚', '家庭治疗', '家庭', '家庭教育', '心理', '成长', '心理咨询','推理', '悬疑', '小说', '神秘', '外国文学', '我想读这本书', '美国', '道格·道斯特','桐野夏生', '日本', '日本文学', '推理', '小说', '悬疑', '日本推理', '推理小说','教育', '儿童教育', '心理', '育儿', '男孩', '心智成长', '亲子教育', '心理学','卡尔维诺', '看不见的城市', '意大利', '外国文学', '小说', '文学', '意大利文学', '城市','文学', '阅读指南', '文学理论', '方法论', '工具书', '托马斯·福斯特', '外国文学', '美国']"
12157,大神,"['孔庆东', '随笔', '杂文', '嬉笑怒骂', '北大', '博文集', '博文', '中国']"
12160,群子,"['成长', '女性', '治愈', '美亚', '我想读这本书', '想读，一定很精彩！', '好书，值得一读', '情感','冯唐', '随笔', '活着活着就老了', '杂文', '中国', '散文', '中国文学', '散文随笔']"
12161,飒飒,"['猫', '猫奴必备', '科普', '宠物', '猫咪家庭医学大百科', '猫博士', '貓咪家庭醫學大百科', '喵~','护肤', '美容护肤', '美容', '保养', '皮肤', '女性', '健康', '生活','Twentine', '言情', '小说', '坏女人遇上了傻轴男', '现实向', '爱情', '现代', '都市','健康', '饮食', '范志红', '食品安全', '营养学', '生活', '营养平衡', '营养']"
12162,客串正经骚年酱,"['萧红', '呼兰河传', '中国文学', '小说', '现代文学', '女性文学', '文学', '中国','小说', '自闭症', '心理', '外国文学', '美国', '心理学', '自闭症', '人人爱.', '我的自闭症','品牌学', '品牌', '营销','张佳玮', '随笔', '生活', '普通人的生活', '散文随笔', '张公子', '美食文化', '豆瓣红人','冯唐', '随笔', '活着活着就老了', '杂文', '中国', '散文', '中国文学', '散文随笔','博弈', '思维方法', '博弈论', '经济学', '经济', '思维', '科普', '数学']"
12163,刺猬爱丁堡,"['多肉', '园艺', '植物', '多肉植物', '植物/花艺/环艺', '熱愛大自然', '生活', '自然']"
12165,Wang's,"['杜拉斯', '玛格丽特・杜拉斯', '法国', '爱', '小说', '玛格丽特·杜拉斯', '外国文学', '法国文学','心理学', '正念', '正念疗法', '修行', '灵修', '卡巴金', '心理', '心灵自由','心理学', '复原力', '自我完善', '女性', '励志', '心理', '成功励志心灵', '好书，值得一读','理查德·耶茨', '随笔', '想了解的书', '外国文学', '美国', '心灵的毛刷', '美国文学', '美国·小说']"
12167,北北北,"['教育', '心平气和的一年级', '儿童教育', '薛瑞萍', '一年级', '心平气和一年级', '班主任', '教育无痕','日本', '文化', '社会学', '人类学', '历史', '菊与刀', '日本文化', '美国']"
12168,圣彼得堡不插电,"['传记', '达利', '艺术', '萨尔瓦多·达利', '艺术史', '*北京·人民文学出版社*', '西班牙', '散文','夏目漱石', '日本文学', '日本', '小说', '批判现实', '坊ちゃん', '少爺', '青春','知日', '中信出版社', '大河剧', '我想读这本书', '想读，一定很精彩！', '好书，值得一读', '很喜欢！希望有机会拜读！', '日本','区块链', '金融', '互联网', '比特币', '经济', '技术', 'IT', '投资','托尔金', '魔戒', '魔幻', '小说', '奇幻', '英国', '精灵宝钻——魔戒起源', '外国文学']"
12169,Chicago,"['偷影子的人', '法国文学', '马克李维', '小说', '成长', '温暖', '外国文学', '文艺']"
12170,吴了安,"['社会学', '美国', '外国文学', '我想读这本书', '回忆录', '社会科学', '好书，值得一读', '想读，一定很精彩！']"
12173,yier,"['九州', '唐缺', '奇幻', '小说', '羽族', '中国', '九州幻想', '中国奇幻','九州', '唐缺', '奇幻', '小说', '中国', '推理', '悬疑', '玄幻','流潋紫', '宫斗', '小说', '后宫', '中国', '言情', '如懿', '网络小说']"
12174,呆C～,"['互联网', '网络经济', '凯文·凯利', '商业模式', '经济', '商业', '营销', '电子商务','社会学', '人际关系', '社会心理学', '翟学伟', '中国', '中国社会学', '心理学', '面子','管理', '商业', '基业长青', '企业管理', '战略', '管理学', '柯林斯', '企业','科技', '思维', '人工智能', '互联网', '科学', '新视角', '凯文·凯利', '社会','哲学', '成长', '心理学', '教育', '社会学', '美国', '文化', '长大']"
12175,ParadramA,"['村上春树', '随笔', '日本', '日本文学', '散文随笔', '日@村上春树', '文学', '散文','余秋雨', '中国文学', '文化历史', '文化', '散文', '中国', '文学', '历史','以色列', '历史', '政治', '宗教', '中东', '国际关系', '好书，值得一读', '我想读这本书','张召忠', '局座', '军事', '传记', '人物传记', '杂集类', '传记与回忆录', '有趣','书店', '日本', '日本文化', '日本文学', '关于书的书', '文化', '吉井忍', '生活']"
12176,张不静,"['孤独', '外国文学', '梅·萨藤', '独居', '日记', '疗伤', '理想国', '美国']"
12177,当风吹过发隙,"['东野圭吾', '温暖', '治愈系', '亲情', '日本', '小说', '日本文学', '推理']"
12178,夏寞熙Baby,"['科普', '趣味', '科学', '思维', '搞笑', '美国', '兰道尔·门罗', '外国文学','植物', '生活', '香料', '美食', '自然', '蔬菜圣经', '园艺', '植物园艺']"
12179,Lady clouds,"['饮食文化', '美食', '饮食', '语言学', '文化研究', '社会学', '美国', '关于吃','未来', '人类学', '人类史', '思维', '尤瓦尔赫拉利', '科技未来', '哲学', '思想','魏小河', '不止读书', '读在大好时光', '关于书的书', '读书', '独立日', '三联', '中国文学']"
12180,末梢神经没坏死,"['历史', '二战', '人性', '大屠杀', '社会学', '极权主义', '社会学/人类学', '杨·T.格罗斯']"
12181,Miss 吉吉,"['日本', '旅行', '京都', '旅游', '文化', '我想读这本书', '好书，值得一读', '想读，一定很精彩！']"
12182,苏丽珍,"['法医', '悬疑', '推理', '法医秦明', '小说', '犯罪', '尸语者', '中国推理，侦探，悬疑，恐怖小说','菲茨杰拉德', '小说', '美国文学', '美国', '外国文学', 'F.S.菲茨杰拉德', '短篇小说', '那些忧伤的年轻人','毛丹青', '日本', '日本文化', '随笔', '旅行', '文化', '散文随笔', '社会','台湾', '刘梓洁', '散文', '父后七日', '随笔', '文学', '在或不在，你都在我心里', '港台文学']"
12183,子君,"['漫画', '恐怖宠物店', '秋乃茉莉', '日本漫画', 'D伯爵', '日本', '人性', '漫畫']"
12184,a,"['井上靖', '楼兰', '日本文学', '日本', '小说', '历史', '文学', '历史小说','摄影', '美食', '生活', '烹饪', '艺术', '书', '饮食', '美食摄影','严歌苓', '小说', '女性', '扶桑', '中国文学', '当代文学', '中国', '人生','美学', '李泽厚', '艺术', '哲学', '美的历程', '中国', '人文', '生活·读书·新知三联书店']"
12186,hhy_miaowu,"['理财', '投资理财', '职业规划', '成长', '职场', '励志', '时间管理', '购买【考虑】']"
12187,兔子不吃窝边草,"['爱情', '治愈系', '小说', '情感', '成长', '外国文学', '美国', '文学','心理学', '人际关系', '沟通', '自我完善', '个人管理', '心理自助', '成长', '人生越是被动，越要学会强势！']"
12190,玩性重,"['漫画', '历史', '绘本', '肥志', '有趣', '内地绘本', '漫畫', '2017','养生', '女性', '美容', '中医', '健康', '保养', '中医养生', '生活','今夜必有暴雪', '职场', '小说', '想读，一定很精彩！', '鳄鱼姐', '行业', '青春', '喜剧','绘画', '艺术', '思维', '入门', '右脑', '学习', '丰富人生', '美国']"
12192,狄安,"['时间管理', '思维', '心理学', '方法论', '刘未鹏', '暗时间', '个人成长', '心智','心理学', '我想读这本书', '自我提升', '想读', '成长', '阿尔弗雷德·阿德勒', '好书，值得一读', '心理']"
12193,一个人跳舞,"['奈保尔', '游记', 'V.S.奈保尔', '英国文学', '外国文学', '英国', '旅行', '文学','动物', '自然主义文学', '野生动物', '随笔', '克雷格·查尔兹', '遇见动物', '好书，值得一读', '野性','历史', '魏晋风度', '竹林七贤', '百家讲坛', '魏晋南北朝', '中国', '魏晋', '听书','爱情', '我想读这本书', '青春', '情感', '好书，值得一读', '成长', '温暖的书', '小岩井','职场', '麦肯锡', '思维', '管理', '个人管理', '麦肯锡入职培训第一课', '逻辑', '商业','女性', '小说', '中国', '2009读', '青春']"
12194,可巴盖帝,"['哲学', '法国', '哲学史', '思想史', '商务印书馆', '哲學史', 'Philosophy', '【可信/不可信】','伦理学', '哲学', '陈嘉映', '威廉斯', '政治哲学', '西方哲学', '伯纳德·威廉斯', '西方哲學','英文原版', '文学', 'LionelShriver', '英国', '外文', '外国文学', '英格兰', '小说','健身', '核心基础运动', '运动', '运动健身', '运动康复', '自我管理', '健康', '工具书','陀思妥耶夫斯基', '俄罗斯', '文学理论', '文学', '思想', '外国文学', '精神领袖', '文化','聂鲁达', '巴勃罗·聂鲁达', '传记', '回忆录', '外国文学', '诗歌', '智利', '智利文学','写作', '英语', '英语学习', '写作圣经', '风格的要素', '学习', '英文', 'English','Tennessee_Williams', '回忆录', '戏剧', '传记', '作家传记', 'TennesseeWilliams', 'Autobiography', '英语']"
12195,wmjasmine,"['旅行', '打工旅行', '梦想', '新西兰', '游记', '我买过最贵的是梦想', '旅游文学', '愿望清单','旅行', '再见，大马士革', '郭子鹰', '游记', '因为你，因为旅行，我更喜欢现在的自己', '小说', '随笔', '在路上']"
12197,刘小二,"['音乐', 'music', '音乐欣赏入门', '英文原版', 'musicology', '艺术', 'Copland', '美国','席慕容', '散文', '蒙古', '内蒙古', '随笔', '台湾', '席慕蓉', '中国文学','音乐', '古典音乐', '如何欣赏音乐', '艺术', '方法论', '工具书', '知识技能', '古典乐']"
12200,hyacinth,"['日本文学', '治愈', '我想读这本书', '想读', '想读，一定很精彩！', '好书，值得一读', '外国文学', '小说','好书，值得一读', '越孤独越自由', '文学', '随笔', '心灵', '傅踢踢', '孤独', '成长','诗歌', '毕肖普', '外国文学', '诗', '美国', '美国文学', '文学', '女诗人','老舍', '北京', '散文', '文集', '攝影', '隨筆', '民俗', '中国文学']"
12202,夭夭,"['美容', '大S', '美容大王', '美容护肤', '台湾', '生活', '时尚', '徐熙媛']"
12205,瓜子儿,"['傲慢与偏见', '奥斯丁', '外国文学', '爱情', '经典', '小说', '英国', '外国名著','漫画', '水果篮子', '高屋奈月', '日本漫画', '日本', '少女漫画', '水果篮子-由希', '阿夹','蔡智恒', '痞子蔡', '小说', '台湾', '回眸', '爱情', '青春', '网络文学']"
12207,die Katze,"['nan','Career', 'interview', 'to', 'the', 'Toughest', 'Nona', 'Great', 'Answers','徐贲', '社会学', '逻辑', '思维', '说理', '社会', '随笔', '知识分子','诗歌', '包慧怡', '诗', '现代诗', '中国文学', '文学', '中国', '2016','城市', '好书，值得一读', '很喜欢！希望有机会拜读！', '我想读这本书', '想读，一定很精彩！', '很有料的一本书', '看起来很有趣，想读', '想读']"
12208,Magic,"['传记', '熊彼特', '经济学', '熊彼特传记', '经济思想', '经济', '人物传记', '大师','营销', '客户价值', '管理', '商业', '价值链', '数据库营销', '战略', '沃顿商学院','传记', '哈耶克', '自由主义', '经济学', '人物传记', '经济', '经济学家', 'Hayek','设计', 'IDEO', '用户研究', '方法论', 'Design', 'UX', '创新', '产品设计','第三次工业革命', '经济', '大趋势', '工业革命', '社会学', '新经济', '经济学', '商业','教育', 'KenRobinson', '英语', '思维', '觉悟', '英文', '成功学', '李志文推荐','计算机', '传记', '计算机科学', '技术史', '科普', '计算机大师', '计算机科普', 'IT','战略', '管理', '咨询', '波士顿', 'Consulting', '商业', '企业战略', 'BCG','创新', '设计', 'ideo', '创新\u3000IDEO', '商业', '艺术', '管理', '创意','统计学', '心理学', '统计', '社会学', 'Statistics', '数学', '心理', '方法学']"
12213,小小小廖子,"['里则林', '青春', '好书，值得一读', '成长励志', '成长', '成长，迷茫，加油', '随笔', '遇见未知的自己']"
12217,王晓臣,"['玛格丽特·米切尔', '外国文学', '美国', '小说', '文学', '企鹅经典', '爱情', '*上海文艺出版社*','罗永浩', '理想主义', '传记', '励志', '人物', '演讲', '随笔', '社会']"
12221,阿笠博士,"['公司法', '法律', '给企业讲公司法', '商业', '企业管理', '管理营销', '法学（含理论&实务）', '会计','金融', '债券', '金融商业', '经济学', '经济', '法律', '投行','传记', 'JeannetteWalls', '英文原版', '成长', '美国', 'memoir', '外国文学', '小说','金融', '固定收益', '债券', '中国企业债券融资', '债券创新实录', '金融类', '经济学', '经济&金融','ScottFitzgerald', '美国文学', '小说', '英文原版', '美国', '外国文学', '文学', 'Fitzgerald']"
12222,初冬,"['脾胃论', '养生', '中医', '健康', 'ddd', '晔']"
12223,米洛啊,"['重点教材', '英文', '经济学', '经济', '教材', '房地产', '城市设计', '城市经济','时尚', '服装', '风格', '服饰搭配', '形象管理', '女性', '穿衣经', '服装设计','色彩', '色彩搭配', '服装', '设计', '时尚', '红色范思哲灰色阿玛尼', '服饰', '色彩\u3000搭配','传记', '图灵', 'Turing', 'biography', '英国', 'Biography', '英国文学', '小说','毛姆', '英文原版', 'Maugham', '英国', '小说', '外国文学', 'WSomersetMaugham', '英国文学']"
12224,长笑河马,"['想读', '政治社会学', '思想', '变革', '钱理群', '文化', '读书', '鲁迅文学奖','学习方法', '学习方法论', '考试', '教育', '提高学习能力', '经管文', '个人发展', 'quickbite','爱伦•坡', '小说', '外国文学', '美国', '短篇集', '美国文学', '爱伦·坡', '爱伦坡','书法', '后浪', '艺术', '隋唐史', '褚遂良李世民', '玄奘', '文学', '文化','穿搭', '生活美学', '极简', '服饰', '时装', '造型', '生活', '时尚']"
12225,nineone,"['圣埃克苏佩里', '法国', '小说', '外国文学', '圣艾克絮佩里', '文学', '小王子', '法国文学','编剧', '宋方金', '给青年编剧的信', '影视', '写作', '随笔', '中国文学', '学习技能','清少纳言', '日本文学', '日本', '枕草子', '散文', '林文月', '随笔', '文学','奥尔罕·帕慕克', '小说', '土耳其', '外国文学', '土耳其文学', '文学', '伊斯坦布尔', '帕慕克']"
12227,豆豆女孩,"['Lens', '摄影', '杂志', '好书，值得一读', '《Lens》', 'MOOK', '艺术', '视觉','女性', '法国', '生活', '时尚', '欧洲', '健康', 'Fashion','外国文学', '法国', '小说', '成长', '安娜·戈华达', '我想读这本书', '励志', '法国文学']"
12228,冈多公主花生米,"['反乌托邦', '乔治·奥威尔', '奥威尔', '1984', '小说', '政治', '外国文学', '英国','养生', '健康', '饮食', '这样吃最健康', '素食', '生活保健', '生活', '台湾','南派三叔', '盗墓笔记', '盗墓', '小说', '悬疑', '惊悚', '中国', '网络小说','青春', '成长', '大学桥', '小说', '大学', '社会', '生活小说', '生活']"
12229,石薇,"['八月长安', '振华三部曲', '暗恋橘生淮南', '洛枳', '青春文学', '盛淮南', '暗恋', '小说','历史', '明朝那些事儿', '当年明月', '明朝', '明史', '小说', '中国历史', '中国']"
12230,笑死我了',"['麦家', '中国文学', '小说', '推理', '人生', '随笔', '密码', '中国小说','小王子', '童话', '外国文学', '经典名著', '成长', '文学', '法国', '我对死亡最大的痛苦就是，没能为爱而死··','哈利波特', 'harrypotter', 'J.K.罗琳', '魔幻', '小说', '英国', '外国文学', '死圣','哲学', '卢克莱修', '古罗马', '诗歌', '汉译世界学术名著丛书', '物性论', '西方哲学', '商务印书馆','育儿', '家庭教育', '教育', '儿童教育', '亲子', '家庭', '生活', '亲子教育']"
12231,Leona,"['林语堂', '传记', '苏东坡', '人物传记', '历史', '中国文学', '苏东坡传', '苏轼','建筑', '古建筑', '營造法式', '建筑理论', '中国', '历史', '国学', '艺术','思想史', '政治哲学', '政治思想史', '剑桥政治思想史丛书', '政治', '商务印书馆', '历史', '西方思想史','历史', '唐史', '海外汉学', '海外中国研究', '隋唐史', '文化', '薛爱华', '中国史','建筑', '建筑史', '刘敦桢', '中国古建', '中国建筑史', '历史', '中国', '建筑学','道', '哲学', '中医', '道藏', '道教善书', '小说', 'bachelor', 'ZY推荐','中医', '武国忠', '养生', '其他书籍', '健康', '@作者_武国忠','傲慢与偏见', '奥斯丁', '外国文学', '爱情', '经典', '小说', '英国', '外国名著']"
12235,格力塔,"['盆栽变成小花园', '盆栽', '生活', '家居', '园艺', '阳台花草生活', '手作', '家居生活','植物', '园艺', '花卉', '自然', '植物图谱', '最新版世界园林植物与花卉百科全书', '科普', '最新版世界园林植物与花卉百科全书（精装）','古典文学', '镜花缘', '李汝珍', '小说', '中国古典文学', '古典', '中国文学', '中国','园艺', '打造自然風樂活庭園', '植物', '生活', '家居', '花园', '设计', 'DIY','植物', '科普', '自然科学', '自然', '生命的答案', '美国', '伪文艺青年的必读书', '生活']"
12237,小萧儿儿,"['谁的青春不迷茫', '刘同', '青春', '成长历程', '成长', '青春文学', '十年回顾', '刘同，青春','投资', '股票', '张化桥', '金融', '证券', '证券投资', '价值投资', '投资理财','蒋勋', '宋词', '古典诗词', '文学', '诗词', '中国文学', '文学评论', '台湾']"
12238,*riveoseisbck<,"['奥尔罕·帕慕克', '土耳其', '小说', '外国文学', '爱情', '纯真博物馆', '土耳其文学', '文学','历史', '年鉴学派', '人类学', '社会史', '微观史学', '勒华拉杜里', '社会学', '法国','赫尔曼·黑塞', '小说', '德国', '黑塞', '外国文学', '德国文学', '文学', '诺贝尔文学奖']"
12239,shizhang,"['木心', '随笔', '文学', '中国文学', '取今复古，别立新宗。', '散文随笔', '散文', '作品八种','动漫', '色情', '鬼父', '日本', '漫画', '里番', '牛逼', '..........']"
12240,何曼迪,"['福士蒼汰', '写真', '日本', '写真集', '摄影', '摄影&写真', '寫真と公式书と绘本', '插畫．繪本．圖文書','三浦春马', '写真', '日本', '三浦春馬', '写真集', '寫眞集', '寫真', '摄影','性', '明清', '历史', '社会学', '中国历史', '中国', '文化', '性学','写真', '綾瀬はるか', '日本', '写真集', '绫濑遥', '若木信吾', '日本写真', '摄影']"
12242,Jasonnn,"['李敖', '蒋介石', '传记', '历史', '人物传记', '中国历史', '汪荣祖', '中国','塔可夫斯基', '电影', '安德烈·塔可夫斯基', '时光中的时光', '日记', '传记', '苏联', '传记:回忆录','职场', '成长', '个人管理', '学习', '管理', '日本', '终身学习', '思维','思维', '思维方法', '心理学', '提问', '批判', '思辨', '能力修炼', '系统思维','钱钟书', '散文', '随笔', '写在人生边上', '中国文学', '钱锺书', '杂文', '文学']"
12243,晗,"['科幻', '科幻小说', '刘慈欣', '短篇集', '小说', '中国', '银河奖', '王晋康','社会学', '政治学', '权力分析', '历史', '社会权利的来源', '政治哲学', '政治', '社会科学','科幻', '刘慈欣', '科幻小说', '短篇集', '中国', '小说', '科幻电影', '智识者存','科幻', '何夕', '小说', '中国', '中国科幻', '科幻小说', '中国科幻基石丛书', '伤心者','科普', '物理', '黑洞', '天文', '科学', '宇宙', '霍金辐射', '第一推动丛书','卡夫卡', '小说', '外国文学', '审判', '奥地利', '经典', '弗兰茨·卡夫卡', '文学','政治学', '民主', '历史', '政治', '约翰·基恩', '政治哲学', '***三辉图书***', '澳大利亚','张大春', '小说', '台湾文学', '春夏秋冬系列', '台湾', '中国文学', '文学', '短篇小说']"
12246,铃兰,"['奥普拉', '传记', '心灵成长', '成长', '人物传记', '女性', '名人', '美国','传记', '可可·香奈儿的传奇一生', '人物传记', '女性', '香奈儿', '时尚', 'Coco-Chanel', 'Chanel','心理学', '心理', '英文', '选择', '英文原版', '生活', '外国', '决策','个人成长', '生死', '哲学', '身心灵', '生活', '看简介觉得不错，很想读一下', '个人管理', '身心料理']"
12249,柴,"['小说', '好书，值得一读', '史杰鹏', '户口本', '我想读这本书', '南昌', '想读', '史杰鹏的书太好看了！','儿童文学', '给孩子系列', '王安忆', '给孩子的故事', '教育', '文学', '人文', '插畫．繪本．圖文書','减肥', '自我管理', '健康', '瘦身', '健身', '生活', '科普', '好书，值得一读']"
